"INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"I172013452","00301","Robbery","ROBBERY - STREET","D4",NA,NA,2017-02-18 18:35:00,2017,2,"Saturday",18,"Part One",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172013424","00301","Robbery","ROBBERY - STREET","C6",186,NA,2017-02-18 16:39:00,2017,2,"Saturday",16,"Part One","BOSTON ST",42.32502384,-71.0592516,"(42.32502384, -71.05925160)"
"I172013400","00301","Robbery","ROBBERY - STREET","E13",307,NA,2017-02-18 15:15:00,2017,2,"Saturday",15,"Part One","WASHINGTON ST",42.31538436,-71.09870021,"(42.31538436, -71.09870021)"
"I172013388","03201","Property Lost","PROPERTY - LOST","E18",520,NA,2017-02-18 13:45:00,2017,2,"Saturday",13,"Part Three","HYDE PARK AVE",42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
"I172013333","03201","Property Lost","PROPERTY - LOST","D4",143,NA,2017-02-18 11:57:00,2017,2,"Saturday",11,"Part Three","EXETER ST",42.34828759,-71.07891773,"(42.34828759, -71.07891773)"
"I172013331","03201","Property Lost","PROPERTY - LOST","C11",365,NA,2017-02-18 10:49:00,2017,2,"Saturday",10,"Part Three","LONSDALE ST",42.29037676,-71.06139736,"(42.29037676, -71.06139736)"
"I172013267","00301","Robbery","ROBBERY - STREET","B2",178,NA,2017-02-18 05:11:00,2017,2,"Saturday",5,"Part One","ALLERTON ST",42.32805817,-71.06956313,"(42.32805817, -71.06956313)"
"I172013263","03201","Property Lost","PROPERTY - LOST","A1",94,NA,2017-02-18 02:25:00,2017,2,"Saturday",2,"Part Three","STATE ST",42.359287,-71.05379102,"(42.35928700, -71.05379102)"
"I172013262","00361","Robbery","ROBBERY - OTHER","A1",112,NA,2017-02-18 02:47:00,2017,2,"Saturday",2,"Part One","AVENUE DE LAFAYETTE",42.35331987,-71.06102314,"(42.35331987, -71.06102314)"
"I172013237","00301","Robbery","ROBBERY - STREET","C11",350,NA,2017-02-18 00:58:00,2017,2,"Saturday",0,"Part One","DORCHESTER AVE",42.30254239,-71.0595669,"(42.30254239, -71.05956690)"
"I172013223","00301","Robbery","ROBBERY - STREET","A7",35,NA,2017-02-17 23:15:00,2017,2,"Friday",23,"Part One","SUMNER ST",42.36772441,-71.03706813,"(42.36772441, -71.03706813)"
"I172013210","03201","Property Lost","PROPERTY - LOST","B3",409,NA,2017-02-16 19:30:00,2017,2,"Thursday",19,"Part Three","IDAHO ST",42.27276385,-71.07630638,"(42.27276385, -71.07630638)"
"I172013164","00361","Robbery","ROBBERY - OTHER","B3",457,NA,2017-02-17 18:16:00,2017,2,"Friday",18,"Part One","BLUE HILL AVE",42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
"I172013150","03201","Property Lost","PROPERTY - LOST","C11",334,NA,2017-02-17 18:29:00,2017,2,"Friday",18,"Part Three","TRENT ST",42.30918419,-71.06553969,"(42.30918419, -71.06553969)"
"I172013148","00301","Robbery","ROBBERY - STREET","B2",316,NA,2017-02-17 17:55:00,2017,2,"Friday",17,"Part One","HOMESTEAD ST",42.31342215,-71.09348975,"(42.31342215, -71.09348975)"
"I172013090","00301","Robbery","ROBBERY - STREET","A1",70,NA,2017-02-17 15:34:00,2017,2,"Friday",15,"Part One","CHARLES ST",42.30060543,-71.06126785,"(42.30060543, -71.06126785)"
"I172013036","03201","Property Lost","PROPERTY - LOST","E18",519,NA,2017-02-16 13:45:00,2017,2,"Thursday",13,"Part Three","RIVER ST",42.25719149,-71.12001776,"(42.25719149, -71.12001776)"
"I172013025","03201","Property Lost","PROPERTY - LOST","E18",522,NA,2017-02-12 12:24:00,2017,2,"Sunday",12,"Part Three","HYDE PARK AVE",42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
"I172012998","03201","Property Lost","PROPERTY - LOST","D4",272,NA,2017-02-16 16:40:00,2017,2,"Thursday",16,"Part Three","THORNDIKE ST",42.33305751,-71.07847418,"(42.33305751, -71.07847418)"
"I172012949","00361","Robbery","ROBBERY - OTHER","A1",NA,NA,2017-02-17 06:32:00,2017,2,"Friday",6,"Part One","ARCH ST",NA,NA,"(0.00000000, 0.00000000)"
"I172012901","00301","Robbery","ROBBERY - STREET","B2",586,NA,2017-02-16 22:03:40,2017,2,"Thursday",22,"Part One","HILLSIDE ST",42.33013124,-71.10138008,"(42.33013124, -71.10138008)"
"I172012872","03201","Property Lost","PROPERTY - LOST","D4",152,NA,2017-02-11 09:30:00,2017,2,"Saturday",9,"Part Three","CLARENDON ST",42.34450403,-71.07217209,"(42.34450403, -71.07217209)"
"I172012869","00301","Robbery","ROBBERY - STREET","C6",197,NA,2017-02-16 20:22:00,2017,2,"Thursday",20,"Part One","JOYCE HAYES WAY",42.33723127,-71.05539138,"(42.33723127, -71.05539138)"
"I172012868","00301","Robbery","ROBBERY - STREET","A1",123,NA,2017-02-16 19:49:00,2017,2,"Thursday",19,"Part One","OAK ST",42.34823537,-71.06288251,"(42.34823537, -71.06288251)"
"I172012843","00311","Robbery","ROBBERY - COMMERCIAL","B3",482,NA,2017-02-16 17:50:00,2017,2,"Thursday",17,"Part One","RIVER ST",42.26726416,-71.09461109,"(42.26726416, -71.09461109)"
"I172012821","00301","Robbery","ROBBERY - STREET","A1",111,NA,2017-02-16 17:02:00,2017,2,"Thursday",17,"Part One","WINTER PL",42.3556541,-71.06143259,"(42.35565410, -71.06143259)"
"I172012807","03201","Property Lost","PROPERTY - LOST","A1",65,NA,2017-02-16 17:15:00,2017,2,"Thursday",17,"Part Three","CAMBRIDGE ST",42.36122324,-71.06593235,"(42.36122324, -71.06593235)"
"I172012797","03201","Property Lost","PROPERTY - LOST","A1",106,NA,2017-02-16 15:30:00,2017,2,"Thursday",15,"Part Three","SUMMER ST",42.35426247,-71.05883334,"(42.35426247, -71.05883334)"
"I172012768","00301","Robbery","ROBBERY - STREET","B2",NA,NA,2017-02-16 15:10:19,2017,2,"Thursday",15,"Part One",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172012755","03201","Property Lost","PROPERTY - LOST","A1",106,NA,2017-01-02 12:00:00,2017,1,"Monday",12,"Part Three","ATLANTIC AVE",42.35218278,-71.0556788,"(42.35218278, -71.05567880)"
"I172012734","00301","Robbery","ROBBERY - STREET","C11",357,NA,2017-02-13 11:00:00,2017,2,"Monday",11,"Part One","WASHINGTON ST",42.29745339,-71.07253425,"(42.29745339, -71.07253425)"
"I172012719","03201","Property Lost","PROPERTY - LOST","E18",490,NA,2017-02-13 12:00:00,2017,2,"Monday",12,"Part Three","ANNAFRAN ST",42.27314233,-71.11067921,"(42.27314233, -71.11067921)"
"I172012705","00351","Robbery","ROBBERY - BANK","C11",350,NA,2017-02-16 12:33:00,2017,2,"Thursday",12,"Part One","DORCHESTER AVE",42.30175049,-71.059734,"(42.30175049, -71.05973400)"
"I172012685","03201","Property Lost","PROPERTY - LOST","A1",110,NA,2017-02-15 12:00:00,2017,2,"Wednesday",12,"Part Three","PURCHASE ST",42.35484614,-71.05266752,"(42.35484614, -71.05266752)"
"I172012683","03201","Property Lost","PROPERTY - LOST","E18",503,NA,2017-02-14 15:00:00,2017,2,"Tuesday",15,"Part Three","AMERICAN LEGION HWY",42.28446743,-71.11183089,"(42.28446743, -71.11183089)"
"I172012627","03201","Property Lost","PROPERTY - LOST","C11",340,NA,2017-02-15 15:00:00,2017,2,"Wednesday",15,"Part Three","DRAPER ST",42.30540715,-71.06547135,"(42.30540715, -71.06547135)"
"I172010863","00301","Robbery","ROBBERY - STREET","D4",NA,NA,2017-02-09 16:30:00,2017,2,"Thursday",16,"Part One",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172012583","03201","Property Lost","PROPERTY - LOST","D4",179,NA,2017-02-15 14:30:00,2017,2,"Wednesday",14,"Part Three","MASSACHUSETTS AVE",42.33311189,-71.0727637,"(42.33311189, -71.07276370)"
"I172012536","00361","Robbery","ROBBERY - OTHER","B2",280,NA,2017-02-15 20:05:00,2017,2,"Wednesday",20,"Part One","WARREN ST",42.32902469,-71.08341505,"(42.32902469, -71.08341505)"
"I172012477","00301","Robbery","ROBBERY - STREET","B2",328,NA,2017-02-15 16:41:00,2017,2,"Wednesday",16,"Part One","COLUMBIA RD",42.30876959,-71.07460717,"(42.30876959, -71.07460717)"
"I172012468","03201","Property Lost","PROPERTY - LOST","A1",NA,NA,2017-02-15 17:08:00,2017,2,"Wednesday",17,"Part Three",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172012467","03201","Property Lost","PROPERTY - LOST","D4",273,NA,2017-02-15 14:27:00,2017,2,"Wednesday",14,"Part Three","NORTHAMPTON ST",42.33619626,-71.07787036,"(42.33619626, -71.07787036)"
"I172012443","03201","Property Lost","PROPERTY - LOST","B2",329,NA,2017-02-14 21:00:00,2017,2,"Tuesday",21,"Part Three","WASHINGTON ST",42.30775024,-71.08273084,"(42.30775024, -71.08273084)"
"I172012426","03201","Property Lost","PROPERTY - LOST","C11",377,NA,2017-01-04 00:00:00,2017,1,"Wednesday",0,"Part Three","BOUTWELL ST",42.29106908,-71.05234007,"(42.29106908, -71.05234007)"
"I172012398","03201","Property Lost","PROPERTY - LOST","E18",485,NA,2017-02-15 13:19:00,2017,2,"Wednesday",13,"Part Three","RIVER ST",42.26361661,-71.10332183,"(42.26361661, -71.10332183)"
"I172012384","00301","Robbery","ROBBERY - STREET","D14",938,NA,2017-02-15 12:02:00,2017,2,"Wednesday",12,"Part One","JETTE CT",42.3468275,-71.14319087,"(42.34682750, -71.14319087)"
"I172012367","03201","Property Lost","PROPERTY - LOST","B2",258,NA,2017-01-10 09:00:00,2017,1,"Tuesday",9,"Part Three","COLUMBIA RD",42.31684532,-71.06556419,"(42.31684532, -71.06556419)"
"I172012366","03201","Property Lost","PROPERTY - LOST","B2",312,NA,2017-02-11 01:00:00,2017,2,"Saturday",1,"Part Three","HOLWORTHY ST",42.3167795,-71.09089034,"(42.31677950, -71.09089034)"
"I172012358","03201","Property Lost","PROPERTY - LOST","A15",900,NA,2017-02-15 11:17:00,2017,2,"Wednesday",11,"Part Three","WALFORD WAY",42.37807304,-71.05457377,"(42.37807304, -71.05457377)"
"I172012352","03201","Property Lost","PROPERTY - LOST","C6",178,NA,2017-02-14 11:14:00,2017,2,"Tuesday",11,"Part Three","MASSACHUSETTS AVE",42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
"I172012321","03208","Property Lost","PROPERTY - MISSING","E18",544,NA,2017-01-29 00:30:00,2017,1,"Sunday",0,"Part Three","SUMMER ST",42.26089606,-71.12488672,"(42.26089606, -71.12488672)"
"I172012308","03201","Property Lost","PROPERTY - LOST","B3",459,NA,2017-01-31 22:00:00,2017,1,"Tuesday",22,"Part Three","COLUMBIA RD",42.3051015,-71.08083089,"(42.30510150, -71.08083089)"
"I172012302","03201","Property Lost","PROPERTY - LOST","D4",NA,NA,2017-02-14 19:00:00,2017,2,"Tuesday",19,"Part Three",NA,42.33502317,-71.07506118,"(42.33502317, -71.07506118)"
"I172012195","00301","Robbery","ROBBERY - STREET","E5",825,NA,2017-02-14 14:30:00,2017,2,"Tuesday",14,"Part One","GEORGETOWNE DR",42.25845301,-71.14489226,"(42.25845301, -71.14489226)"
"I172012178","00301","Robbery","ROBBERY - STREET","A1",102,NA,2017-02-14 18:09:00,2017,2,"Tuesday",18,"Part One","TREMONT ST",42.35637531,-71.06213513,"(42.35637531, -71.06213513)"
"I172012101","03201","Property Lost","PROPERTY - LOST","A1",362,NA,2017-02-14 14:15:00,2017,2,"Tuesday",14,"Part Three","WASHINGTON ST",42.29212974,-71.07175746,"(42.29212974, -71.07175746)"
"I172012099","03201","Property Lost","PROPERTY - LOST","C6",177,NA,2017-02-07 11:00:00,2017,2,"Tuesday",11,"Part Three","NEW SUDBURY ST",42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
"I172012091","00301","Robbery","ROBBERY - STREET","A1",84,NA,2017-02-09 00:15:00,2017,2,"Thursday",0,"Part One","HANOVER ST",42.36303798,-71.05524751,"(42.36303798, -71.05524751)"
"I172012074","03201","Property Lost","PROPERTY - LOST","C11",401,NA,2017-02-10 19:30:00,2017,2,"Friday",19,"Part Three","DORCHESTER AVE",42.28599602,-71.06423673,"(42.28599602, -71.06423673)"
"I172011989","03201","Property Lost","PROPERTY - LOST","E13",572,NA,2017-02-07 08:30:00,2017,2,"Tuesday",8,"Part Three","WASHINGTON ST",42.31485546,-71.0992241,"(42.31485546, -71.09922410)"
"I172011984","03208","Property Lost","PROPERTY - MISSING","D4",143,NA,2017-02-10 16:30:00,2017,2,"Friday",16,"Part Three","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
"I172011943","03201","Property Lost","PROPERTY - LOST","D4",628,NA,2017-02-13 23:40:00,2017,2,"Monday",23,"Part Three","BROOKLINE AVE",42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
"I172011909","00301","Robbery","ROBBERY - STREET","B2",329,NA,2017-02-13 20:20:00,2017,2,"Monday",20,"Part One","COLUMBIA RD",42.30710099,-71.07666013,"(42.30710099, -71.07666013)"
"I172011835","03201","Property Lost","PROPERTY - LOST","B3",NA,NA,2017-02-13 17:52:00,2017,2,"Monday",17,"Part Three",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172011831","03201","Property Lost","PROPERTY - LOST","B2",267,NA,2017-01-17 12:00:00,2017,1,"Tuesday",12,"Part Three","FOREST ST",42.32747841,-71.07879693,"(42.32747841, -71.07879693)"
"I172011823","03201","Property Lost","PROPERTY - LOST","B2",267,NA,2017-02-13 12:00:00,2017,2,"Monday",12,"Part Three","MOUNT PLEASANT AVE",42.32573038,-71.07796428,"(42.32573038, -71.07796428)"
"I172011809","03201","Property Lost","PROPERTY - LOST","C11",341,NA,2017-02-11 20:00:00,2017,2,"Saturday",20,"Part Three","BOWDOIN ST",42.30573977,-71.06762362,"(42.30573977, -71.06762362)"
"I172011693","00301","Robbery","ROBBERY - STREET","A7",21,NA,2017-02-13 00:10:00,2017,2,"Monday",0,"Part One","BROOKS ST",42.376086,-71.03248715,"(42.37608600, -71.03248715)"
"I172011617","00311","Robbery","ROBBERY - COMMERCIAL","A7",24,NA,2017-02-12 17:28:00,2017,2,"Sunday",17,"Part One","MERIDIAN ST",42.37750247,-71.03916237,"(42.37750247, -71.03916237)"
"I172011594","03201","Property Lost","PROPERTY - LOST","B2",316,NA,2017-02-12 16:12:00,2017,2,"Sunday",16,"Part Three","HOMESTEAD ST",42.31342215,-71.09348975,"(42.31342215, -71.09348975)"
"I172011589","00361","Robbery","ROBBERY - OTHER","C6",256,NA,2017-02-12 11:07:00,2017,2,"Sunday",11,"Part One","WILLIAM T MORRISSEY BLVD",42.31928523,-71.05027167,"(42.31928523, -71.05027167)"
"I172011589","00301","Robbery","ROBBERY - STREET","C6",256,NA,2017-02-12 11:07:00,2017,2,"Sunday",11,"Part One","WILLIAM T MORRISSEY BLVD",42.31928523,-71.05027167,"(42.31928523, -71.05027167)"
"I172011588","03208","Property Lost","PROPERTY - MISSING","D4",937,NA,2017-02-12 14:15:00,2017,2,"Sunday",14,"Part Three","CAMDEN ST",42.33744115,-71.08057671,"(42.33744115, -71.08057671)"
"I172011540","03201","Property Lost","PROPERTY - LOST","B3",420,NA,2017-02-12 11:01:00,2017,2,"Sunday",11,"Part Three","LORNA RD",42.27802074,-71.08403295,"(42.27802074, -71.08403295)"
"I172011530","03201","Property Lost","PROPERTY - LOST","A1",102,NA,2017-02-06 12:30:00,2017,2,"Monday",12,"Part Three","WINTER ST",42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
"I172011520","03201","Property Lost","PROPERTY - LOST","A1",109,NA,2017-02-11 21:30:00,2017,2,"Saturday",21,"Part Three","HIGH ST",42.35649296,-71.05259107,"(42.35649296, -71.05259107)"
"I172011506","00301","Robbery","ROBBERY - STREET","D14",785,NA,2017-02-12 05:40:00,2017,2,"Sunday",5,"Part One","CLAYMOSS RD",42.34475099,-71.14600972,"(42.34475099, -71.14600972)"
"I172011452","00301","Robbery","ROBBERY - STREET","C6",219,NA,2017-02-11 21:17:00,2017,2,"Saturday",21,"Part One","E EIGHTH ST",42.33152757,-71.04901071,"(42.33152757, -71.04901071)"
"I172011425","03201","Property Lost","PROPERTY - LOST","D4",NA,NA,2017-02-09 20:30:00,2017,2,"Thursday",20,"Part Three",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172011395","03201","Property Lost","PROPERTY - LOST","A7",36,NA,2017-02-10 20:30:00,2017,2,"Friday",20,"Part Three","TERMINAL C",42.36639951,-71.01730643,"(42.36639951, -71.01730643)"
"I172011392","03201","Property Lost","PROPERTY - LOST","D4",171,NA,2017-02-04 10:00:00,2017,2,"Saturday",10,"Part Three","HARRISON AVE",42.33511904,-71.0749171,"(42.33511904, -71.07491710)"
"I172011349","03201","Property Lost","PROPERTY - LOST","B2",316,NA,2017-02-11 15:07:00,2017,2,"Saturday",15,"Part Three","WALNUT AVE",42.31633754,-71.09326915,"(42.31633754, -71.09326915)"
"I172011344","03201","Property Lost","PROPERTY - LOST","D4",147,NA,2017-02-07 08:00:00,2017,2,"Tuesday",8,"Part Three","MASSACHUSETTS AVE",42.34114797,-71.08246189,"(42.34114797, -71.08246189)"
"I172011300","03201","Property Lost","PROPERTY - LOST","D4",143,NA,2017-02-10 21:30:00,2017,2,"Friday",21,"Part Three","HUNTINGTON AVE",42.34613087,-71.08094439,"(42.34613087, -71.08094439)"
"I172011283","03201","Property Lost","PROPERTY - LOST","A1",61,NA,2017-02-03 18:30:00,2017,2,"Friday",18,"Part Three","CAUSEWAY ST",42.36474297,-71.06256983,"(42.36474297, -71.06256983)"
"I172011248","03208","Property Lost","PROPERTY - MISSING","B3",463,NA,2017-02-11 06:27:00,2017,2,"Saturday",6,"Part Three","CALDER ST",42.29710452,-71.08807731,"(42.29710452, -71.08807731)"
"I172011246","00361","Robbery","ROBBERY - OTHER","E18",516,NA,2017-02-11 05:48:00,2017,2,"Saturday",5,"Part One","SCHOOL ST",42.35788876,-71.06010047,"(42.35788876, -71.06010047)"
"I172011227","00301","Robbery","ROBBERY - STREET","B3",428,NA,2017-02-11 02:53:00,2017,2,"Saturday",2,"Part One","NORFOLK ST",42.28056608,-71.08801662,"(42.28056608, -71.08801662)"
"I172011222","00301","Robbery","ROBBERY - STREET","B2",316,NA,2017-02-11 01:40:00,2017,2,"Saturday",1,"Part One","HAROLD ST",42.3125963,-71.09287584,"(42.31259630, -71.09287584)"
"I172011222","02010","HOME INVASION","HOME INVASION","B2",316,NA,2017-02-11 01:40:00,2017,2,"Saturday",1,NA,"HAROLD ST",42.3125963,-71.09287584,"(42.31259630, -71.09287584)"
"I172011205","03201","Property Lost","PROPERTY - LOST","D14",798,NA,2017-02-10 21:00:00,2017,2,"Friday",21,"Part Three","COMMONWEALTH AVE",42.35216801,-71.12457096,"(42.35216801, -71.12457096)"
"I172011176","03201","Property Lost","PROPERTY - LOST","D4",905,NA,2017-02-07 13:00:00,2017,2,"Tuesday",13,"Part Three","MONSIGNOR REYNOLDS WAY",42.34034975,-71.06954478,"(42.34034975, -71.06954478)"
"I172011152","03201","Property Lost","PROPERTY - LOST","C11",352,NA,2017-02-10 19:49:00,2017,2,"Friday",19,"Part Three","CHARLES ST",42.30060543,-71.06126785,"(42.30060543, -71.06126785)"
"I172011147","00301","Robbery","ROBBERY - STREET","B3",465,NA,2017-02-10 19:11:00,2017,2,"Friday",19,"Part One",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172011135","03201","Property Lost","PROPERTY - LOST","A1",73,NA,2017-02-10 18:50:00,2017,2,"Friday",18,"Part Three","CENTER PLZ",42.35988372,-71.06016189,"(42.35988372, -71.06016189)"
"I172011101","00351","Robbery","ROBBERY - BANK","A1",72,NA,2017-02-10 16:00:00,2017,2,"Friday",16,"Part One","CAMBRIDGE ST",42.36109742,-71.06206081,"(42.36109742, -71.06206081)"
"I172011094","03201","Property Lost","PROPERTY - LOST","D4",618,NA,2017-01-30 10:00:00,2017,1,"Monday",10,"Part Three","HEMENWAY ST",42.3414661,-71.09082781,"(42.34146610, -71.09082781)"
"I172011085","03201","Property Lost","PROPERTY - LOST","C11",334,NA,2017-02-09 00:00:00,2017,2,"Thursday",0,"Part Three","CLARKSON ST",42.30931554,-71.06608501,"(42.30931554, -71.06608501)"
"I172011072","03201","Property Lost","PROPERTY - LOST","D14",791,NA,2017-02-07 12:00:00,2017,2,"Tuesday",12,"Part Three","WASHINGTON ST",42.34266946,-71.14098779,"(42.34266946, -71.14098779)"
"I172011068","03208","Property Lost","PROPERTY - MISSING","D4",594,NA,2017-02-10 12:48:00,2017,2,"Friday",12,"Part Three","HUNTINGTON AVE",42.3420185,-71.08566213,"(42.34201850, -71.08566213)"
"I172011031","03201","Property Lost","PROPERTY - LOST","A1",92,NA,2017-02-10 12:30:00,2017,2,"Friday",12,"Part Three","CITY HALL PLZ",42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
"I172011013","03201","Property Lost","PROPERTY - LOST","E13",510,NA,2017-02-09 16:00:00,2017,2,"Thursday",16,"Part Three","WASHINGTON ST",42.30055518,-71.11312439,"(42.30055518, -71.11312439)"
"I172011000","03201","Property Lost","PROPERTY - LOST","A1",112,NA,2017-02-07 12:00:00,2017,2,"Tuesday",12,"Part Three","WASHINGTON ST",42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
"I172010981","00301","Robbery","ROBBERY - STREET","B2",286,NA,2017-02-08 20:30:00,2017,2,"Wednesday",20,"Part One","RUGGLES ST",42.334912,-71.088464,"(42.33491200, -71.08846400)"
"I172010937","00301","Robbery","ROBBERY - STREET","C11",334,NA,2017-02-10 00:26:00,2017,2,"Friday",0,"Part One","HANCOCK ST",42.31088117,-71.06245853,"(42.31088117, -71.06245853)"
"I172010858","00301","Robbery","ROBBERY - STREET","B2",191,NA,2017-02-09 16:59:00,2017,2,"Thursday",16,"Part One","BLUE HILL AVE",NA,NA,"(0.00000000, 0.00000000)"
"I172010819","03201","Property Lost","PROPERTY - LOST","A7",36,NA,2017-02-05 15:00:00,2017,2,"Sunday",15,"Part Three","HARBORSIDE DR",42.36252502,-71.02533782,"(42.36252502, -71.02533782)"
"I172010791","03201","Property Lost","PROPERTY - LOST","C11",354,NA,2017-02-08 20:00:00,2017,2,"Wednesday",20,"Part Three","VICTORY RD",42.29652112,-71.05229661,"(42.29652112, -71.05229661)"
"I172010789","03201","Property Lost","PROPERTY - LOST","D14",NA,NA,2017-02-09 11:32:40,2017,2,"Thursday",11,"Part Three",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172010758","03201","Property Lost","PROPERTY - LOST","E13",581,NA,2017-02-08 18:00:00,2017,2,"Wednesday",18,"Part Three","CENTRE ST",42.32291406,-71.10328402,"(42.32291406, -71.10328402)"
"I172010749","00301","Robbery","ROBBERY - STREET","E18",541,NA,2017-02-09 05:35:00,2017,2,"Thursday",5,"Part One","RIVER ST",42.2533034,-71.12971806,"(42.25330340, -71.12971806)"
"I172010724","00301","Robbery","ROBBERY - STREET","A1",85,NA,2017-02-08 23:35:00,2017,2,"Wednesday",23,"Part One","SALEM ST",42.36488052,-71.05549954,"(42.36488052, -71.05549954)"
