"INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"I172107525","03201","Property Lost","PROPERTY - LOST","A1",78,NA,2017-12-16 19:00:00,2017,12,"Saturday",19,"Part Three","HANOVER ST",42.36179428,-71.0571127,"(42.36179428, -71.05711270)"
"I172107493","03201","Property Lost","PROPERTY - LOST","A1",108,NA,2017-12-31 02:46:00,2017,12,"Sunday",2,"Part Three","HIGH ST",42.35407456,-71.05533533,"(42.35407456, -71.05533533)"
"I172107464","03208","Property Lost","PROPERTY - MISSING","B3",469,NA,2017-12-30 21:39:00,2017,12,"Saturday",21,"Part Three","WALK HILL ST",42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
"I172107454","00361","Robbery","ROBBERY - OTHER","C11",355,NA,2017-12-30 20:45:00,2017,12,"Saturday",20,"Part One","ADAMS ST",42.29903803,-71.05780292,"(42.29903803, -71.05780292)"
"I172107446","00361","Robbery","ROBBERY - OTHER","B2",324,NA,2017-12-30 20:23:00,2017,12,"Saturday",20,"Part One","DANUBE ST",42.31743922,-71.07547845,"(42.31743922, -71.07547845)"
"I172107430","03208","Property Lost","PROPERTY - MISSING","C11",363,NA,2017-12-30 17:11:00,2017,12,"Saturday",17,"Part Three","LAFIELD ST",42.29491782,-71.05943678,"(42.29491782, -71.05943678)"
"I172107426","00301","Robbery","ROBBERY - STREET","C6",186,NA,2017-12-30 17:10:00,2017,12,"Saturday",17,"Part One","ALLSTATE RD",NA,NA,"(0.00000000, 0.00000000)"
"I172107400","03201","Property Lost","PROPERTY - LOST","A1",63,NA,2017-12-30 17:08:00,2017,12,"Saturday",17,"Part Three","NEW SUDBURY ST",42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
"I172107395","03201","Property Lost","PROPERTY - LOST","A7",28,NA,2017-12-29 07:30:00,2017,12,"Friday",7,"Part Three","CHELSEA ST",42.37172266,-71.03665549,"(42.37172266, -71.03665549)"
"I172107353","03201","Property Lost","PROPERTY - LOST","C11",240,NA,2017-12-30 13:40:00,2017,12,"Saturday",13,"Part Three","SUMNER ST",42.31951291,-71.06109849,"(42.31951291, -71.06109849)"
"I172107349","03201","Property Lost","PROPERTY - LOST","D4",130,NA,2017-12-30 12:30:00,2017,12,"Saturday",12,"Part Three","BOYLSTON ST",42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
"I172107335","00311","Robbery","ROBBERY - COMMERCIAL","E13",583,NA,2017-12-30 12:06:00,2017,12,"Saturday",12,"Part One","GAY HEAD ST",42.32474095,-71.1049185,"(42.32474095, -71.10491850)"
"I172107323","03201","Property Lost","PROPERTY - LOST","E13",633,NA,2017-12-22 12:00:00,2017,12,"Friday",12,"Part Three","PERKINS ST",42.32074103,-71.12171645,"(42.32074103, -71.12171645)"
"I172107310","03201","Property Lost","PROPERTY - LOST","C6",206,NA,2017-12-06 12:00:00,2017,12,"Wednesday",12,"Part Three","SEAPORT BLVD",42.35196451,-71.04611291,"(42.35196451, -71.04611291)"
"I172107309","03201","Property Lost","PROPERTY - LOST","B3",464,NA,2017-12-30 09:27:00,2017,12,"Saturday",9,"Part Three","WASHINGTON ST",42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
"I172107285","03201","Property Lost","PROPERTY - LOST","D14",783,NA,2017-12-30 03:02:00,2017,12,"Saturday",3,"Part Three","CAMBRIDGE ST",42.3499624,-71.14762531,"(42.34996240, -71.14762531)"
"I172107266","00301","Robbery","ROBBERY - STREET","B2",NA,NA,2017-12-30 01:25:00,2017,12,"Saturday",1,"Part One","BLUE HILL AVE",NA,NA,"(0.00000000, 0.00000000)"
"I172107240","03201","Property Lost","PROPERTY - LOST","B3",426,NA,2017-12-29 22:36:00,2017,12,"Friday",22,"Part Three","BLUE HILL AVE",42.26985916,-71.09346353,"(42.26985916, -71.09346353)"
"I172107225","00361","Robbery","ROBBERY - OTHER","D14",788,NA,2017-12-29 21:13:00,2017,12,"Friday",21,"Part One","CHISWICK RD",42.33996911,-71.15048615,"(42.33996911, -71.15048615)"
"I172107206","03201","Property Lost","PROPERTY - LOST","B3",436,NA,2017-12-29 20:11:00,2017,12,"Friday",20,"Part Three","WASHINGTON ST",42.28873871,-71.07112627,"(42.28873871, -71.07112627)"
"I172107205","00301","Robbery","ROBBERY - STREET","B2",904,NA,2017-12-29 19:23:00,2017,12,"Friday",19,"Part One","WHEATLEY WAY",42.32935767,-71.07974589,"(42.32935767, -71.07974589)"
"I172107148","03201","Property Lost","PROPERTY - LOST","A1",101,NA,2017-12-27 23:30:00,2017,12,"Wednesday",23,"Part Three","MILK ST",42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
"I172107146","03208","Property Lost","PROPERTY - MISSING","E18",520,NA,2017-12-29 16:04:00,2017,12,"Friday",16,"Part Three","HYDE PARK AVE",42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
"I172107138","03201","Property Lost","PROPERTY - LOST","B3",464,NA,2017-12-28 17:30:00,2017,12,"Thursday",17,"Part Three","BLUE HILL AVE",42.29105647,-71.08933752,"(42.29105647, -71.08933752)"
"I172107130","03208","Property Lost","PROPERTY - MISSING","B3",439,NA,2017-11-08 08:00:00,2017,11,"Wednesday",8,"Part Three","STRATTON ST",42.28933096,-71.08351742,"(42.28933096, -71.08351742)"
"I172107125","03201","Property Lost","PROPERTY - LOST","B2",331,NA,2017-12-14 00:00:00,2017,12,"Thursday",0,"Part Three","COLUMBIA RD",42.31323896,-71.06822206,"(42.31323896, -71.06822206)"
"I172107123","03201","Property Lost","PROPERTY - LOST","C6",232,NA,2017-12-29 11:22:00,2017,12,"Friday",11,"Part Three","E SEVENTH ST",42.33240833,-71.02837092,"(42.33240833, -71.02837092)"
"I172107076","03201","Property Lost","PROPERTY - LOST","C6",222,NA,2017-12-29 10:00:00,2017,12,"Friday",10,"Part Three","E BROADWAY",42.33561661,-71.03641895,"(42.33561661, -71.03641895)"
"I172107061","03201","Property Lost","PROPERTY - LOST","A15",52,NA,2017-12-29 05:36:00,2017,12,"Friday",5,"Part Three","HOLBORN ST",42.31407167,-71.08010711,"(42.31407167, -71.08010711)"
"I172107013","00311","Robbery","ROBBERY - COMMERCIAL","A7",24,NA,2017-12-28 22:05:00,2017,12,"Thursday",22,"Part One","MERIDIAN ST",42.37996489,-71.03923314,"(42.37996489, -71.03923314)"
"I172107009","00301","Robbery","ROBBERY - STREET","C6",224,NA,2017-12-28 20:50:00,2017,12,"Thursday",20,"Part One","KEMBLE PL",42.33772553,-71.02755077,"(42.33772553, -71.02755077)"
"I172106982","03201","Property Lost","PROPERTY - LOST","A1",NA,NA,2017-12-28 19:43:00,2017,12,"Thursday",19,"Part Three","CONGRESS ST",NA,NA,"(0.00000000, 0.00000000)"
"I172106977","03201","Property Lost","PROPERTY - LOST","C11",249,NA,2017-12-28 12:04:00,2017,12,"Thursday",12,"Part Three","TUTTLE ST",42.31351886,-71.053563,"(42.31351886, -71.05356300)"
"I172106971","03208","Property Lost","PROPERTY - MISSING","B3",432,NA,2017-12-26 14:00:00,2017,12,"Tuesday",14,"Part Three","LAURIAT ST",42.28845961,-71.08046188,"(42.28845961, -71.08046188)"
"I172106956","03201","Property Lost","PROPERTY - LOST","B3",428,NA,2017-12-25 18:00:00,2017,12,"Monday",18,"Part Three","WILDWOOD ST",42.28236818,-71.08972869,"(42.28236818, -71.08972869)"
"I172106928","03201","Property Lost","PROPERTY - LOST","C11",393,NA,2017-12-24 21:30:00,2017,12,"Sunday",21,"Part Three","WRENTHAM ST",42.28790635,-71.06199818,"(42.28790635, -71.06199818)"
"I172106918","00301","Robbery","ROBBERY - STREET","A15",900,NA,2017-12-28 14:05:00,2017,12,"Thursday",14,"Part One","DECATUR ST",42.37763964,-71.0545318,"(42.37763964, -71.05453180)"
"I172106916","03201","Property Lost","PROPERTY - LOST","D4",161,NA,2017-11-01 13:00:00,2017,11,"Wednesday",13,"Part Three","TREMONT ST",42.34701666,-71.06886238,"(42.34701666, -71.06886238)"
"I172106866","03201","Property Lost","PROPERTY - LOST","A1",108,NA,2017-12-28 08:30:00,2017,12,"Thursday",8,"Part Three","POST OFFICE SQ",42.35632205,-71.0556614,"(42.35632205, -71.05566140)"
"I172106788","03201","Property Lost","PROPERTY - LOST","B3",908,NA,2017-12-27 21:50:00,2017,12,"Wednesday",21,"Part Three","FRANKLIN HILL AVE",42.29558507,-71.09158038,"(42.29558507, -71.09158038)"
"I172106762","00301","Robbery","ROBBERY - STREET","B2",178,NA,2017-12-27 22:31:00,2017,12,"Wednesday",22,"Part One","MASSACHUSETTS AVE",42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
"I172106745","00381","Robbery","ROBBERY - CAR JACKING","E13",506,NA,2017-12-27 21:00:00,2017,12,"Wednesday",21,"Part One","AMERICAN LEGION HWY",42.28446743,-71.11183089,"(42.28446743, -71.11183089)"
"I172106743","03208","Property Lost","PROPERTY - MISSING","C11",342,NA,2017-12-27 20:38:00,2017,12,"Wednesday",20,"Part Three","TOPLIFF ST",42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
"I172106738","03201","Property Lost","PROPERTY - LOST","E18",522,NA,2017-12-26 23:00:00,2017,12,"Tuesday",23,"Part Three","FULTON ST",42.25064992,-71.12406767,"(42.25064992, -71.12406767)"
"I172106705","03208","Property Lost","PROPERTY - MISSING","D14",778,NA,2017-12-27 09:45:00,2017,12,"Wednesday",9,"Part Three","MARKET ST",42.34972128,-71.15319452,"(42.34972128, -71.15319452)"
"I172106701","00311","Robbery","ROBBERY - COMMERCIAL","B3",428,NA,2017-12-27 17:44:00,2017,12,"Wednesday",17,"Part One","MORTON ST",42.28405588,-71.09045322,"(42.28405588, -71.09045322)"
"I172106692","03201","Property Lost","PROPERTY - LOST","B3",430,NA,2017-12-27 05:41:00,2017,12,"Wednesday",5,"Part Three","BLUE HILL AVE",42.28451318,-71.09125682,"(42.28451318, -71.09125682)"
"I172106668","03201","Property Lost","PROPERTY - LOST","E13",657,NA,2017-12-03 17:30:00,2017,12,"Sunday",17,"Part Three","CENTRE ST",42.30098889,-71.12708146,"(42.30098889, -71.12708146)"
"I172106656","03201","Property Lost","PROPERTY - LOST","E5",713,NA,2017-12-27 12:10:00,2017,12,"Wednesday",12,"Part Three","ALLSTATE RD",42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
"I172106627","03201","Property Lost","PROPERTY - LOST","A15",900,NA,2017-12-27 13:30:00,2017,12,"Wednesday",13,"Part Three","MONUMENT ST",42.37864908,-71.05951276,"(42.37864908, -71.05951276)"
"I172106621","03201","Property Lost","PROPERTY - LOST","E18",496,NA,2017-12-27 12:56:00,2017,12,"Wednesday",12,"Part Three","HYDE PARK AVE",42.26922388,-71.12085347,"(42.26922388, -71.12085347)"
"I172106612","03201","Property Lost","PROPERTY - LOST","E13",906,NA,2017-12-27 12:07:00,2017,12,"Wednesday",12,"Part Three","AMERICAN LEGION HWY",42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
"I172106572","00301","Robbery","ROBBERY - STREET","B2",184,NA,2017-12-26 22:30:00,2017,12,"Tuesday",22,"Part One","HUMPHREYS PL",42.31922045,-71.06783906,"(42.31922045, -71.06783906)"
"I172106527","03208","Property Lost","PROPERTY - MISSING","A1",95,NA,2017-12-26 22:55:00,2017,12,"Tuesday",22,"Part Three","STATE ST",42.35961316,-71.05195809,"(42.35961316, -71.05195809)"
"I172106522","00301","Robbery","ROBBERY - STREET","C11",346,NA,2017-12-26 20:30:00,2017,12,"Tuesday",20,"Part One","ADAMS ST",42.30658786,-71.06207255,"(42.30658786, -71.06207255)"
"I172106520","00311","Robbery","ROBBERY - COMMERCIAL","C6",234,NA,2017-12-26 22:05:00,2017,12,"Tuesday",22,"Part One","K ST",42.33185557,-71.03731191,"(42.33185557, -71.03731191)"
"I172106511","00311","Robbery","ROBBERY - COMMERCIAL","B3",432,NA,2017-12-26 21:04:00,2017,12,"Tuesday",21,"Part One","WOODROW AVE",42.28783644,-71.08101039,"(42.28783644, -71.08101039)"
"I172106507","00311","Robbery","ROBBERY - COMMERCIAL","C11",436,NA,2017-12-26 20:33:00,2017,12,"Tuesday",20,"Part One","WASHINGTON ST",42.28908473,-71.07122181,"(42.28908473, -71.07122181)"
"I172106493","00361","Robbery","ROBBERY - OTHER","D4",149,NA,2017-12-26 19:50:00,2017,12,"Tuesday",19,"Part One","COLUMBUS AVE",42.34347698,-71.07822747,"(42.34347698, -71.07822747)"
"I172106473","03201","Property Lost","PROPERTY - LOST","A1",113,NA,2017-12-20 15:30:00,2017,12,"Wednesday",15,"Part Three","CHAUNCY ST",42.35408145,-71.05977436,"(42.35408145, -71.05977436)"
"I172106396","03201","Property Lost","PROPERTY - LOST","E5",560,NA,2017-12-26 13:31:00,2017,12,"Tuesday",13,"Part Three","POPLAR ST",42.28380231,-71.12836197,"(42.28380231, -71.12836197)"
"I172106339","03201","Property Lost","PROPERTY - LOST","E5",822,NA,2017-12-24 15:30:00,2017,12,"Sunday",15,"Part Three","EDGEMERE RD",42.25867638,-71.15116479,"(42.25867638, -71.15116479)"
"I172106295","00361","Robbery","ROBBERY - OTHER","C11",417,NA,2017-12-25 22:28:00,2017,12,"Monday",22,"Part One","FULLER ST",42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
"I172106238","03201","Property Lost","PROPERTY - LOST","E18",525,NA,2017-12-25 14:02:00,2017,12,"Monday",14,"Part Three","TRUMAN PKWY",42.24124926,-71.12629908,"(42.24124926, -71.12629908)"
"I172106221","00311","Robbery","ROBBERY - COMMERCIAL","D4",168,NA,2017-12-25 10:56:00,2017,12,"Monday",10,"Part One","WASHINGTON ST",42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
"I172106219","00311","Robbery","ROBBERY - COMMERCIAL","C6",232,NA,2017-12-25 10:56:00,2017,12,"Monday",10,"Part One","E SIXTH ST",42.33326154,-71.02710143,"(42.33326154, -71.02710143)"
"I172106205","03201","Property Lost","PROPERTY - LOST","C11",358,NA,2017-12-24 17:00:00,2017,12,"Sunday",17,"Part Three","WALDECK ST",42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
"I172106199","03201","Property Lost","PROPERTY - LOST","C11",112,NA,2017-12-25 08:26:00,2017,12,"Monday",8,"Part Three","WASHINGTON ST",42.35456406,-71.06147418,"(42.35456406, -71.06147418)"
"I172106110","03201","Property Lost","PROPERTY - LOST","D4",143,NA,2017-12-22 20:00:00,2017,12,"Friday",20,"Part Three","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
"I172106075","03201","Property Lost","PROPERTY - LOST","C11",356,NA,2017-12-23 23:30:00,2017,12,"Saturday",23,"Part Three","DORCHESTER AVE",42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
"I172106068","03201","Property Lost","PROPERTY - LOST","B3",NA,NA,2017-12-22 15:00:00,2017,12,"Friday",15,"Part Three","GLENWAY ST",NA,NA,"(0.00000000, 0.00000000)"
"I172105979","00361","Robbery","ROBBERY - OTHER","D14",794,NA,2017-12-24 02:00:00,2017,12,"Sunday",2,"Part One","COMMONWEALTH AVE",42.35007201,-71.13202926,"(42.35007201, -71.13202926)"
"I172105918","00361","Robbery","ROBBERY - OTHER","E5",563,NA,2017-12-23 22:14:00,2017,12,"Saturday",22,"Part One","FAWNDALE RD",42.28886128,-71.12142456,"(42.28886128, -71.12142456)"
"I172105896","03201","Property Lost","PROPERTY - LOST","E18",520,NA,2017-12-23 21:00:00,2017,12,"Saturday",21,"Part Three","HYDE PARK AVE",42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
"I172105893","00301","Robbery","ROBBERY - STREET","A1",NA,NA,2017-12-23 20:24:00,2017,12,"Saturday",20,"Part One","ARCH ST",NA,NA,"(0.00000000, 0.00000000)"
"I172105882","03201","Property Lost","PROPERTY - LOST","E13",577,NA,2017-12-23 19:15:00,2017,12,"Saturday",19,"Part Three","WASHINGTON ST",42.31408519,-71.09998685,"(42.31408519, -71.09998685)"
"I172105880","00311","Robbery","ROBBERY - COMMERCIAL","C11",358,NA,2017-12-23 18:56:00,2017,12,"Saturday",18,"Part One","GENEVA AVE",42.2991807,-71.06429139,"(42.29918070, -71.06429139)"
"I172105850","03201","Property Lost","PROPERTY - LOST","B3",439,NA,2017-12-23 16:48:00,2017,12,"Saturday",16,"Part Three","BLUE HILL AVE",42.29098335,-71.08912013,"(42.29098335, -71.08912013)"
"I172105841","03201","Property Lost","PROPERTY - LOST","B3",NA,NA,2017-12-23 09:00:00,2017,12,"Saturday",9,"Part Three","LUCERNE ST",NA,NA,"(0.00000000, 0.00000000)"
"I172105811","03201","Property Lost","PROPERTY - LOST","E18",NA,NA,2017-12-23 13:00:00,2017,12,"Saturday",13,"Part Three","AMERICAN LEGION HWY",NA,NA,"(0.00000000, 0.00000000)"
"I172105796","03208","Property Lost","PROPERTY - MISSING","D4",167,NA,2017-10-20 12:29:00,2017,10,"Friday",12,"Part Three","HARRISON AVE",42.33976153,-71.06913738,"(42.33976153, -71.06913738)"
"I172105774","03201","Property Lost","PROPERTY - LOST","E18",522,NA,2017-12-22 13:07:00,2017,12,"Friday",13,"Part Three","HYDE PARK AVE",42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
"I172105700","00361","Robbery","ROBBERY - OTHER","B3",427,NA,2017-12-23 00:02:00,2017,12,"Saturday",0,"Part One","BLUE HILL AVE",42.28048456,-71.09256731,"(42.28048456, -71.09256731)"
"I172105677","03201","Property Lost","PROPERTY - LOST","A1",95,NA,2017-12-22 21:49:00,2017,12,"Friday",21,"Part Three","STATE ST",42.35961316,-71.05195809,"(42.35961316, -71.05195809)"
"I172105668","03208","Property Lost","PROPERTY - MISSING","B3",419,NA,2017-12-22 21:05:00,2017,12,"Friday",21,"Part Three","CAPEN ST",42.28001818,-71.07837049,"(42.28001818, -71.07837049)"
"I172105663","00361","Robbery","ROBBERY - OTHER","B2",NA,NA,2017-12-22 20:17:00,2017,12,"Friday",20,"Part One","DUDLEY ST",NA,NA,"(0.00000000, 0.00000000)"
"I172105657","03201","Property Lost","PROPERTY - LOST","D4",168,NA,2017-12-22 20:29:00,2017,12,"Friday",20,"Part Three","E NEWTON ST",42.33765093,-71.07215567,"(42.33765093, -71.07215567)"
"I172105629","00301","Robbery","ROBBERY - STREET","B3",NA,NA,2017-12-22 17:58:00,2017,12,"Friday",17,"Part One","BLUE HILL AVE",NA,NA,"(0.00000000, 0.00000000)"
"I172105609","03201","Property Lost","PROPERTY - LOST","D4",624,NA,2017-12-21 23:00:00,2017,12,"Thursday",23,"Part Three","LANSDOWNE ST",42.34717363,-71.0964439,"(42.34717363, -71.09644390)"
"I172105607","03201","Property Lost","PROPERTY - LOST","C6",211,NA,2017-12-21 19:00:00,2017,12,"Thursday",19,"Part Three","W BROADWAY",42.33836691,-71.05015046,"(42.33836691, -71.05015046)"
"I172105597","00301","Robbery","ROBBERY - STREET","A1",117,NA,2017-12-22 15:17:00,2017,12,"Friday",15,"Part One","WASHINGTON ST",42.35123006,-71.06289921,"(42.35123006, -71.06289921)"
"I172105596","03201","Property Lost","PROPERTY - LOST","D4",130,NA,2017-12-22 15:17:00,2017,12,"Friday",15,"Part Three","BOYLSTON ST",42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
"I172105572","03201","Property Lost","PROPERTY - LOST","B2",268,NA,2017-12-21 14:04:00,2017,12,"Thursday",14,"Part Three","DUDLEY ST",42.32742591,-71.07702562,"(42.32742591, -71.07702562)"
"I172105464","00301","Robbery","ROBBERY - STREET","B3",446,NA,2017-12-21 23:15:00,2017,12,"Thursday",23,"Part One","ATHELWOLD ST",42.29589803,-71.07793157,"(42.29589803, -71.07793157)"
"I172105464","00301","Robbery","ROBBERY - STREET","B3",446,NA,2017-12-21 23:15:00,2017,12,"Thursday",23,"Part One","ATHELWOLD ST",42.29589803,-71.07793157,"(42.29589803, -71.07793157)"
"I172105456","00311","Robbery","ROBBERY - COMMERCIAL","A15",900,NA,2017-12-21 22:53:00,2017,12,"Thursday",22,"Part One","SHELBY ST",42.38027831,-71.02753732,"(42.38027831, -71.02753732)"
"I172105425","00311","Robbery","ROBBERY - COMMERCIAL","A1",86,NA,2017-12-21 21:31:00,2017,12,"Thursday",21,"Part One","COOPER ST",42.36444073,-71.05699892,"(42.36444073, -71.05699892)"
"I172105406","00301","Robbery","ROBBERY - STREET","C11",357,NA,2017-12-21 20:00:00,2017,12,"Thursday",20,"Part One","WASHINGTON ST",42.29745339,-71.07253425,"(42.29745339, -71.07253425)"
"I172105351","03201","Property Lost","PROPERTY - LOST","B3",444,NA,2017-04-01 09:00:00,2017,4,"Saturday",9,"Part Three","ESMOND ST",42.29691612,-71.08363894,"(42.29691612, -71.08363894)"
"I172105327","03201","Property Lost","PROPERTY - LOST","D4",128,NA,2017-12-20 21:00:00,2017,12,"Wednesday",21,"Part Three","STUART ST",42.34923356,-71.0732809,"(42.34923356, -71.07328090)"
"I172105293","03201","Property Lost","PROPERTY - LOST","A1",111,NA,2017-12-20 20:00:00,2017,12,"Wednesday",20,"Part Three","TREMONT ST",42.35311007,-71.06432264,"(42.35311007, -71.06432264)"
"I172105265","03201","Property Lost","PROPERTY - LOST","E18",520,NA,2017-12-21 10:54:00,2017,12,"Thursday",10,"Part Three","HYDE PARK AVE",42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
"I172105257","03201","Property Lost","PROPERTY - LOST","C6",212,NA,2017-12-21 10:06:00,2017,12,"Thursday",10,"Part Three","DORCHESTER ST",42.33764933,-71.04287713,"(42.33764933, -71.04287713)"
"I172105255","03201","Property Lost","PROPERTY - LOST","D14",956,NA,2017-12-21 08:30:00,2017,12,"Thursday",8,"Part Three","WASHINGTON ST",42.34266946,-71.14098779,"(42.34266946, -71.14098779)"
"I172105243","03201","Property Lost","PROPERTY - LOST","D4",133,NA,2017-12-21 09:07:00,2017,12,"Thursday",9,"Part Three","DARTMOUTH ST",42.35089055,-71.0777336,"(42.35089055, -71.07773360)"
"I172105235","03201","Property Lost","PROPERTY - LOST","A1",NA,NA,2017-12-21 08:05:00,2017,12,"Thursday",8,"Part Three","SHAWMUT AVE",NA,NA,"(0.00000000, 0.00000000)"
"I172105195","03201","Property Lost","PROPERTY - LOST","D4",624,NA,2017-12-21 00:15:00,2017,12,"Thursday",0,"Part Three","LANSDOWNE ST",42.34717363,-71.0964439,"(42.34717363, -71.09644390)"
